Codigo de Compartimento;Disponible para asesoramiento con cobro implícito;Disponible para asesoramiento con cobro explícito;Focus List;ISIN;Código de compartimento;Nombre;Divisa;Hedge;Categoria SB;Categoría Morningstar;Politica de dividendos;Traspasable;Benchmark;Mínimo Inicial;Tipo Suscripción Inicial;Mínimo Adicional;Tipo Suscripción Adicional;Gastos Corrientes;Comisión Gestión;Comisión Exito;Comisión Suscripción;Comisión Reembolso;Comisión Deposito;Comisión Distribución;Rebate PB;Producto Complejo;Fecha de constitución;Patrimonio;Rent 1M;Rent YTD;Rent 12M;Rent 36M;Rent 60M;Rent 2022;Rent 2023;Rent 2024;Hora Corte *Folleto;Gestora / Emisor;URL Ficha Comercial ;URL KID PRIIPS;REQ;Concentración Actualizada a feb/2023
;N;Y;N;IE00BMZ3NN11;73168;iShares Global Aggregate 1-5 Year Bond Index Fund D Acc EUR Hedged;EUR;Y;Renta Fija Diversificada Global;RF Global - EUR Cubierto;C;Y;Bloomberg Global Aggregate 1-5Y TR USD;0;;0;;0.17;0.03;;;;;;0;N;5/13/21;1,252,328,739 €;0.31;0.41;3.27;0.38;-;-6.62;2.93;2.4;1600;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/260fb1b32deed4899244bdb46e8f09f5_275865/MR_ES_es_IE00BMZ3NN11_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/4797a0a1d2a90c68bb6ba4e76adc824b_132266/PRP_ES_es_IE00BMZ3NN11_YES_2024-10-11.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;15;10
;N;Y;N;IE00BF2MW684;73168;iShares Global Aggregate 1-5 Year Bond Index Fund D Dist EUR Hedged;EUR;Y;Renta Fija Diversificada Global;RF Global - EUR Cubierto;D;Y;Bloomberg Global Aggregate 1-5Y TR USD;0;;0;;0.17;0.17;;;;;;0;N;1/23/18;1,252,328,739 €;0.32;0.42;3.31;0.41;-0.13;-6.59;2.87;2.5;1200;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/cfe16c6b1fdb79576443b235689b10dc_316648/MR_ES_es_IE00BF2MW684_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/f18a0089002eb5e070e442ef9fb2646f_132435/PRP_ES_es_IE00BF2MW684_YES_2024-10-11.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;15;10
;N;Y;N;IE00BF2MW577;73168;iShares Global Aggregate 1-5 Year Bond Index Fund D Dist GBP Hedged;GBP;Y;Renta Fija Diversificada Global;RF Global - GBP Cubierto;D;Y;Bloomberg Global Aggregate 1-5Y TR USD;0;;0;;0.17;0.35;;;;;;0;N;1/23/18;1,252,328,739 €;-0.98;-0.97;6.52;1.78;2.8;-10.29;6.75;8.92;1200;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/498471939c3ae9517c50383202cd9bb4_316704/MR_ES_es_IE00BF2MW577_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/62b2dedca31c941cc0face0991c1492e_132207/PRP_ES_es_IE00BF2MW577_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;25;10
;N;Y;N;IE00BF2MW353;73168;iShares Global Aggregate 1-5 Year Bond Index Fund D Dist USD;USD;N;Renta Fija Diversificada Global;RF Global;D;Y;Bloomberg Global Aggregate 1-5Y TR USD;0;USD;0;USD;0.15;0.12;;;;;;0;N;12/14/17;1,252,328,739 €;-2.48;-2.49;3.8;0.55;0.18;-3.41;1.36;6.29;900;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/6d4a09a8d486c759f92e9473a0973e2b_355210/MR_ES_es_IE00BF2MW353_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/ad78a81fefcd19aac14aeff40d818fd8_131695/PRP_ES_es_IE00BF2MW353_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;35;10
;N;Y;N;IE00BF2MW460;73168;iShares Global Aggregate 1-5 Year Bond Index Fund D Dist USD Hedged;USD;Y;Renta Fija Diversificada Global;RF Global - USD Cubierto;D;Y;Bloomberg Global Aggregate 1-5Y TR USD;0;;0;;0.17;0.17;;;;;;0;N;1/23/18;1,252,328,739 €;-3.79;-4.53;4.6;2.76;1.25;1.56;1.49;11.13;900;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/f3d196dda337fbdbd8054d14098d5e79_325056/MR_ES_es_IE00BF2MW460_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/6accbb2a13d96335d033f234ae2931ec_132098/PRP_ES_es_IE00BF2MW460_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;25;10
;Y;N;N;IE00BL6VHF72;73168;iShares Global Aggregate 1-5 Year Bond Index Fund Institutional Acc USD;USD;N;Renta Fija Diversificada Global;RF Global;C;Y;Bloomberg Global Aggregate 1-5Y TR USD;0;;0;;0.2;0.15;;;;;;0;N;12/20/19;1,252,328,739 €;-2.48;-2.5;3.79;0.62;0.35;-3.41;1.55;6.33;900;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/099b9096b72f749904fd6d43a1f8abc9_333480/MR_ES_es_IE00BL6VHF72_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/12116f0b30ef6ca1308ed51cb00bdc17_131719/PRP_ES_es_IE00BL6VHF72_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;35;10
;Y;N;N;IE00BFYB7576;73168;iShares Global Aggregate 1-5 Year Bond Index Fund Institutional Dist CHF Hedged;CHF;Y;Renta Fija Diversificada Global;RF Global - CHF Cubierto;D;Y;Bloomberg Global Aggregate 1-5Y TR USD;0;;0;;0.22;0.24;;;;;;0;N;6/14/19;1,252,328,739 €;-1.42;-2.25;1.26;0.86;0.44;-2.58;6.87;-1.18;900;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/082420aafd973e2a254873ad1d460f1a_334051/MR_ES_es_IE00BFYB7576_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/d000bd953eb1060ef5e4f44747d6c5b0_132234/PRP_ES_es_IE00BFYB7576_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;30;10
;Y;N;N;IE00BFX1VK15;73168;iShares Global Aggregate 1-5 Year Bond Index Fund Institutional Dist EUR Hedged;EUR;Y;Renta Fija Diversificada Global;RF Global - EUR Cubierto;D;Y;Bloomberg Global Aggregate 1-5Y TR USD;0;;0;;0.22;0.37;;;;;;0;N;6/12/18;1,252,328,739 €;0.31;0.41;3.25;0.36;-0.18;-6.66;2.83;2.44;1200;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/3c9bc8a11388919808445e15d2efaa7d_340943/MR_ES_es_IE00BFX1VK15_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/6fe5c888ec84836777af4568fe0ce0d1_132392/PRP_ES_es_IE00BFX1VK15_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;15;10
;Y;N;N;IE00BFX1VJ00;73168;iShares Global Aggregate 1-5 Year Bond Index Fund Institutional Dist GBP Hedged;GBP;Y;Renta Fija Diversificada Global;RF Global - GBP Cubierto;D;Y;Bloomberg Global Aggregate 1-5Y TR USD;0;;0;;0.22;0.37;;;;;;0;N;6/12/18;1,252,328,739 €;-0.97;-0.98;6.47;1.77;2.79;-10.29;6.78;8.84;1200;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/e48b1ee439f34f51e65f04c0b6b07f15_341091/MR_ES_es_IE00BFX1VJ00_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/d2507855948e1b7431b26be42e39c47b_132246/PRP_ES_es_IE00BFX1VJ00_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;25;10
;Y;N;N;IE00BF2MW791;73168;iShares Global Aggregate 1-5 Year Bond Index Fund Institutional Dist USD Hedged;USD;Y;Renta Fija Diversificada Global;RF Global - USD Cubierto;D;Y;Bloomberg Global Aggregate 1-5Y TR USD;5000;USD;5000;USD;0.22;0.37;;;;;;0;N;12/14/17;1,252,328,739 €;-3.8;-4.54;4.55;2.71;1.2;1.54;1.44;11.08;1200;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/8f392e99ab988687d572d87124a09564_352867/MR_ES_es_IE00BF2MW791_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/64316450773384b887b64d30e8a18284_132164/PRP_ES_es_IE00BF2MW791_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;25;10
;Y;N;N;LU0836513852;71311;iShares Global Government Bond Index Fund (LU) A2 USD;USD;N;Renta Fija Gobierno Global;RF Deuda Publica Global;C;Y;FTSE WGBI USD;5000;USD;1000;USD;0.52;0.45;;;;;;25.65;N;10/23/12;1,035,151,771 €;-2.65;-2.76;1.51;-3.23;-3.21;-12.99;0.83;3.27;1000;BlackRock Luxembourg SA;https://api.fundinfo.com/document/ce35afa4f835b005667775c973af7b54_340731/MR_ES_es_LU0836513852_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/e32d277bfdbd99f5e0437dbac38a7f52_131105/PRP_ES_es_LU0836513852_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;40;10
;N;Y;N;LU0875157884;71311;iShares Global Government Bond Index Fund (LU) D2 EUR;EUR;N;Renta Fija Gobierno Global;RF Deuda Publica Global;C;Y;FTSE WGBI USD;0;EUR;0;EUR;0.22;0.15;;;;;;0;N;1/16/13;1,035,151,771 €;-2.59;-2.3;1.75;-3.04;-2.79;-13.19;1.06;3.28;1000;BlackRock Luxembourg SA;https://api.fundinfo.com/document/9ede6c87098300c2d1c19b71b0b6605b_347469/MR_ES_es_LU0875157884_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/1ad8caece0daf0a81a9dee7b7d2eda60_131007/PRP_ES_es_LU0875157884_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;30;10
;N;Y;N;LU1811364139;71311;iShares Global Government Bond Index Fund (LU) D2 USD;USD;N;Renta Fija Gobierno Global;RF Deuda Publica Global;C;Y;FTSE WGBI USD;0;;0;;0.22;0.15;;;;;;0;N;5/2/18;1,035,151,771 €;-2.62;-2.7;1.82;-2.94;-2.92;-12.73;1.12;3.58;1000;BlackRock Luxembourg SA;https://api.fundinfo.com/document/491b346f42e67966d27bd6de92adce02_297682/MR_ES_es_LU1811364139_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/bebfa3f9236e0475c800be89dbee0aab_131057/PRP_ES_es_LU1811364139_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;40;10
;N;Y;N;IE00BD0NC367;72748;iShares Global Inflation-Linked Bond Index Fund (IE) D USD Hedged Acc;USD;Y;Renta Fija ligada a la Inflacion Global;RF Global Bonos Ligados Inflación - USD Cubierto;C;Y;Bloomberg Wld Govt Infl Lkd TR USD;0;USD;0;USD;0.12;0.1;;;;;;0;N;5/11/17;2,220,478,140 €;-4.08;-4.06;2.09;-3.34;1.23;-11.45;1.06;5.84;1200;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/62d09a21b8bffbe14ebd182284a5b0a3_404235/MR_ES_es_IE00BD0NC367_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/4b6af039d735dbe31cc32c8b3539f1a2_131719/PRP_ES_es_IE00BD0NC367_YES_2024-12-09.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;25;10
;Y;N;N;IE00B3C8NT28;72748;iShares Global Inflation-Linked Bond Index Fund (IE) Institutional USD Hedged Acc;USD;Y;Renta Fija ligada a la Inflacion Global;RF Global Bonos Ligados Inflación - USD Cubierto;C;Y;Bloomberg Wld Govt Infl Lkd TR USD;5000;USD;5000;USD;0.15;0.12;;;;;;0;N;5/25/11;2,220,478,140 €;-4.08;-4.08;2.06;-3.38;1.19;-11.48;1.02;5.81;1200;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/137272e8657323e7678cbcc5265e2b82_495887/MR_ES_es_IE00B3C8NT28_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/92d951caba9995f13ebbe357c0e880d5_131774/PRP_ES_es_IE00B3C8NT28_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;25;10
;N;Y;N;IE00BD0DT578;73027;iShares Green Bond Index Fund (IE) Class D Hedged Acc EUR;EUR;Y;Renta Fija Diversificada Global;RF Global - EUR Cubierto;C;Y;Bloomberg MSCI Glb Green Bd TR USD;0;EUR;0;EUR;0.2;0.2;;;;;;0;N;3/16/17;1,286,848,710 €;-1.02;-0.8;2.47;-2.37;-1.7;-18.61;6.88;1.56;900;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/1983dc09c64c1ae3821a5cdcf1e42abb_344607/MR_ES_es_IE00BD0DT578_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/d0a767a08bcc0213e9c46f0f1080280b_132275/PRP_ES_es_IE00BD0DT578_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;15;10
;N;Y;N;IE00BD8QG026;73027;iShares Green Bond Index Fund (IE) D Acc CHF Hedged;CHF;Y;Renta Fija Diversificada Global;RF Global - CHF Cubierto;C;Y;Bloomberg MSCI Glb Green Bd TR USD;0;CHF;0;CHF;0.2;0.22;;;;;;0;N;12/20/17;1,286,848,710 €;-2.75;-3.44;0.41;-1.85;-1.1;-15.1;11.17;-1.99;1200;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/068c15e768d59fdda35a7fa0a8492fb6_343280/MR_ES_es_IE00BD8QG026_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/e5abbaa4cd38c281f77bb7c43542e284_132440/PRP_ES_es_IE00BD8QG026_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;30;10
;N;Y;N;IE000RIFQ564;73027;iShares Green Bond Index Fund (IE) D Acc EUR;EUR;N;Renta Fija Diversificada Global;RF Global;C;Y;Bloomberg MSCI Glb Green Bd TR USD;0;;0;;0.18;0.13;;;;;;0;N;5/4/22;1,286,848,710 €;-2.04;-1.81;2.72;-;-;-;6.64;3.32;1600;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/14d37f2183584c1fa909dd3060a857c4_272984/MR_ES_es_IE000RIFQ564_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/c69403eb1d6763550d72b5adf9c70a2c_131860/PRP_ES_es_IE000RIFQ564_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;25;10
;N;Y;N;IE00BD5GZQ41;73027;iShares Green Bond Index Fund (IE) D Acc GBP Hedged;GBP;Y;Renta Fija Diversificada Global;RF Global - GBP Cubierto;C;Y;Bloomberg MSCI Glb Green Bd TR USD;0;;0;;0.2;0.4;;;;;;0;N;10/8/18;1,286,848,710 €;-2.32;-2.21;5.59;-1.17;1.11;-22.16;10.95;7.87;1200;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/0a40ef35791bb3b1375a96a2b70be8cd_328626/MR_ES_es_IE00BD5GZQ41_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/53bdd9d5c2368a039431f2cb5a5b0b85_132405/PRP_ES_es_IE00BD5GZQ41_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;25;10
;N;Y;N;IE00BD8QG463;73027;iShares Green Bond Index Fund (IE) D Acc USD Hedged;USD;Y;Renta Fija Diversificada Global;RF Global - USD Cubierto;C;Y;Bloomberg MSCI Glb Green Bd TR USD;99999999.99;USD;0;USD;0.2;0.4;;;;;;0;N;12/20/17;1,286,848,710 €;-5.12;-5.73;3.68;0.02;-0.27;-11.25;5.52;10.12;1200;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/f697a9a23fce2c8d74d5df3d009242fc_342401/MR_ES_es_IE00BD8QG463_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/88468039c1f6dd1991e1623dff55763d_132459/PRP_ES_es_IE00BD8QG463_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;25;10
;N;Y;N;IE00BD8QG133;73027;iShares Green Bond Index Fund (IE) D Dist CHF Hedged;CHF;Y;Renta Fija Diversificada Global;RF Global - CHF Cubierto;D;Y;Bloomberg MSCI Glb Green Bd TR USD;0;CHF;0;CHF;0.2;0.22;;;;;;0;N;12/20/17;1,286,848,710 €;-2.76;-3.44;0.39;-1.85;-1.1;-15.09;11.17;-2.01;1200;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/a34b887dd63c71637c8e761c290db034_343245/MR_ES_es_IE00BD8QG133_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/f276a036bd08803784c603b79b885671_132399/PRP_ES_es_IE00BD8QG133_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;30;10
;Y;N;N;IE00BD0DT792;73027;iShares Green Bond Index Fund (IE) Institutional Acc EUR;EUR;Y;Renta Fija Diversificada Global;RF Global - EUR Cubierto;C;Y;Bloomberg MSCI Glb Green Bd TR USD;5000;EUR;5000;EUR;0.21;0.15;;;;;;0;N;3/16/17;1,286,848,710 €;-1.02;-0.81;2.46;-2.37;-1.71;-18.62;6.88;1.55;900;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/b6473431e24f2247ce4d6216a504cdcc_344686/MR_ES_es_IE00BD0DT792_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/8a3a4d34682aec8e73596102432e00d1_132125/PRP_ES_es_IE00BD0DT792_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;15;10
;Y;N;N;LU0836512888;71446;iShares Japan Equity Index Fund (LU) A2 USD;USD;N;Renta Variable Japón;RV Japón Cap. Grande;C;Y;MSCI Japan NR EUR;5000;USD;1000;USD;0.56;0.45;;;;;;25.65;N;10/23/12;102,255,036 €;-3.21;-1.5;1.54;6.75;10.93;-12.9;15.99;14.55;1000;BlackRock Luxembourg SA;https://api.fundinfo.com/document/58c4aea49ba71d1c7460847f9e61d479_332238/MR_ES_es_LU0836512888_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/2641aaac45e848320ff0d11eb7502d34_130575/PRP_ES_es_LU0836512888_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;70;10
;N;Y;N;LU1811364568;71446;iShares Japan Equity Index Fund (LU) D2;USD;N;Renta Variable Japón;RV Japón Cap. Grande;C;Y;MSCI Japan NR EUR;0;;0;;0.26;0.15;;;;;;0;N;5/9/18;102,255,036 €;-3.19;-1.44;1.83;7.08;11.27;-12.56;15.36;14.66;1000;BlackRock Luxembourg SA;https://api.fundinfo.com/document/1cef20cf402d36ae33fbc2abd3074d1e_279615/MR_ES_es_LU1811364568_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/ea813a20ff5707718643c5d62d1fafc0_130495/PRP_ES_es_LU1811364568_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;70;10
;N;Y;N;LU1811364642;71446;iShares Japan Equity Index Fund (LU) D2;EUR;N;Renta Variable Japón;RV Japón Cap. Grande;C;Y;MSCI Japan NR EUR;0;;0;;0.25;0.15;;;;;;0;N;5/9/18;102,255,036 €;-3.18;-0.63;1.94;7.2;11.34;-12.56;15.36;14.66;1000;BlackRock Luxembourg SA;https://api.fundinfo.com/document/2fe07b0cb462680fa3b91f3142ca3788_259650/MR_ES_es_LU1811364642_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/1f39bd965c716802d46efbc6fe8853d9_130610/PRP_ES_es_LU1811364642_YES_2024-10-15.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;60;10
;N;Y;N;IE00BDRK7T12;73166;iShares Japan Index Fund (IE) D Acc EUR;EUR;N;Renta Variable Japón;RV Japón Cap. Grande;C;Y;MSCI Japan NR EUR;0;EUR;0;EUR;0.15;0.15;;;;;;0;N;6/6/17;1,572,216,350 €;-3.1;-0.72;2.53;7.56;11.84;-12.17;16.18;15.85;900;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/e247ce00cbaa4d4c51e46180f428d7fd_280685/MR_ES_es_IE00BDRK7T12_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/452c824a50e42ecc8395684d2bb348cb_130047/PRP_ES_es_IE00BDRK7T12_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;60;10
;N;Y;N;IE00BD0NCS18;73166;iShares Japan Index Fund (IE) D Acc USD;USD;N;Renta Variable Japón;RV Japón Cap. Grande;C;N;MSCI Japan NR EUR;0;USD;0;USD;0.15;0.15;;;;;;0;N;5/11/17;1,572,216,350 €;-3.1;-0.96;2.53;7.56;11.84;-11.9;16.87;15.51;900;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/4f736c89ffa1c9365a56e64e522d58f7_281831/MR_ES_es_IE00BD0NCS18_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/3149762bc262574bda63f019955719ed_129967/PRP_ES_es_IE00BD0NCS18_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;70;10
;Y;N;N;IE00B6RVWW34;73166;iShares Japan Index Fund (IE) Institutional Acc EUR;EUR;N;Renta Variable Japón;RV Japón Cap. Grande;C;Y;MSCI Japan NR EUR;0;EUR;0;EUR;0.17;0.15;;;;;;0;N;2/24/12;1,572,216,350 €;-3.1;-0.72;2.51;7.53;11.82;-12.18;16.14;15.82;900;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/77a8197bea6bb008115ca83c0edb65d1_320298/MR_ES_es_IE00B6RVWW34_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/2dcac941a9833098cbf4eab0c4829ca0_129997/PRP_ES_es_IE00B6RVWW34_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;60;10
;Y;N;N;IE00B1W56M32;73166;iShares Japan Index Fund (IE) Institutional Acc USD;USD;N;Renta Variable Japón;RV Japón Cap. Grande;C;Y;MSCI Japan NR EUR;10000;USD;10000;USD;0.17;0.15;;;;;;0;N;9/28/09;1,572,216,350 €;-3.1;-0.96;2.51;7.53;11.81;-11.91;16.82;15.49;900;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/a8c26aa6a109e40576a98eb2b4ec4574_323142/MR_ES_es_IE00B1W56M32_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/fddaed3801cb3688e0fab044632dfd05_129857/PRP_ES_es_IE00B1W56M32_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;70;10
;Y;N;N;IE00B1W56N49;73166;iShares Japan Index Fund (IE) Institutional Dist USD;USD;N;Renta Variable Japón;RV Japón Cap. Grande;D;Y;MSCI Japan NR EUR;10000;USD;10000;USD;0.17;0.15;;;;;;0;N;5/15/09;1,572,216,350 €;-3.1;-0.97;2.51;6.78;11.34;-13.75;16.83;15.5;1200;BlackRock Asset Management Ireland Ltd;https://api.fundinfo.com/document/51201c57181abdb2c82f006923d2dbc4_324688/MR_ES_es_IE00B1W56N49_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/1f2005a6d69b7046ea5ff921a1a745d7_129762/PRP_ES_es_IE00B1W56N49_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;70;10
;Y;N;N;LU0836513001;71410;iShares North America Equity Index Fund (LU) A2 USD;USD;N;Renta Variable Norteamérica;RV USA Cap. Grande Blend;C;Y;MSCI North America NR USD;5000;USD;1000;USD;0.52;0.45;;;;;;25.65;N;10/23/12;519,302,543 €;-11.74;-9.2;10.11;9.34;19.14;-15.82;22.61;32.24;1000;BlackRock Luxembourg SA;https://api.fundinfo.com/document/133f4de445c976104d6c4f04255d9482_349833/MR_ES_es_LU0836513001_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/d114e9cb9d2b4b1ce21eb1a7f07e4aec_130525/PRP_ES_es_LU0836513001_YES_2024-04-26.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;65;10
;N;Y;N;LU1811363917;71410;iShares North America Equity Index Fund (LU) D2 USD;EUR;N;Renta Variable Norteamérica;RV USA Cap. Grande Blend;C;Y;MSCI North America NR USD;0;;0;;0.22;0.15;;;;;;0;N;11/22/17;519,302,543 €;-11.7;-9.03;10.35;9.54;19.64;-15.99;22.93;32.6;1000;BlackRock Luxembourg SA;https://api.fundinfo.com/document/f5a444bad1fc709bade80a05feaec351_280639/MR_ES_es_LU1811363917_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/fa9f54dd8ee36ece3e4ae201ccf7e402_130791/PRP_ES_es_LU1811363917_YES_2024-10-15.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;55;10
